UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Failure Type,Machine failure
2672,M17531,M,299.7,309.3,1199,41.9,221,1,0,0,0,0,TWF,1
2673,L49852,L,299.7,309.3,1245,42.6,0,0,0,0,0,0,No Failure,0
2674,L49853,L,299.8,309.4,1280,40.9,2,0,0,0,0,0,No Failure,0
2675,L49854,L,299.7,309.3,1346,37.2,4,0,0,0,0,0,No Failure,0
2676,L49855,L,299.7,309.3,1374,35.8,6,0,0,0,0,0,No Failure,0
2677,L49856,L,299.7,309.3,1392,34.2,8,0,0,0,0,0,No Failure,0
2678,L49857,L,299.8,309.5,1295,39.6,10,0,0,0,0,0,No Failure,0
2679,L49858,L,299.8,309.6,1247,43.1,12,0,0,0,0,0,No Failure,0
2680,L49859,L,299.8,309.5,1276,44.4,14,0,0,0,0,0,No Failure,0
2681,L49860,L,299.8,309.5,1441,27.1,16,0,0,0,0,0,No Failure,0
2682,L49861,L,299.8,309.5,1345,32.2,18,0,0,0,0,0,No Failure,0
2683,M17542,M,299.9,309.6,1164,44.4,20,0,0,0,0,0,No Failure,0
2684,L49863,L,299.8,309.5,1390,28.5,23,0,0,0,0,0,No Failure,0
2685,L49864,L,299.8,309.4,1260,37.4,25,0,0,0,0,0,No Failure,0
2686,L49865,L,299.8,309.4,1409,32.5,27,0,0,0,0,0,No Failure,0
2687,L49866,L,299.8,309.4,1433,27.5,29,0,0,0,0,0,No Failure,0
2688,L49867,L,299.9,309.4,1148,52.8,31,0,0,0,0,0,No Failure,0
2689,L49868,L,299.9,309.4,1122,53.9,33,0,0,0,0,0,No Failure,0
2690,L49869,L,300.0,309.5,1441,30.1,35,0,0,0,0,0,No Failure,0
2691,L49870,L,300.0,309.5,1528,26.0,37,0,0,0,0,0,No Failure,0
2692,L49871,L,300.0,309.6,1231,47.7,39,0,0,0,0,0,No Failure,0
2693,L49872,L,300.1,309.7,1441,30.4,41,0,0,0,0,0,No Failure,0
2694,M17553,M,300.1,309.6,1422,36.1,43,0,0,0,0,0,No Failure,0
2695,M17554,M,300.1,309.6,1425,38.0,46,0,0,0,0,0,No Failure,0
2696,L49875,L,300.0,309.5,1669,22.7,49,0,0,0,0,0,No Failure,0
2697,L49876,L,300.0,309.6,1252,46.0,51,0,0,0,0,0,No Failure,0
2698,L49877,L,300.0,309.6,1418,28.7,53,0,0,0,0,0,No Failure,0
2699,L49878,L,300.0,309.4,1810,20.0,55,0,0,0,0,0,No Failure,0
2700,L49879,L,299.9,309.4,1163,60.9,57,0,0,0,0,0,No Failure,0
2701,L49880,L,299.9,309.3,1273,40.4,59,0,0,0,0,0,No Failure,0
2702,L49881,L,299.9,309.2,1133,50.8,61,0,0,0,0,0,No Failure,0
2703,L49882,L,299.8,309.2,1560,25.9,63,0,0,0,0,0,No Failure,0
2704,M17563,M,299.8,309.2,1172,58.2,65,0,0,0,0,0,No Failure,0
2705,M17564,M,299.7,309.2,1408,34.4,68,0,0,0,0,0,No Failure,0
2706,L49885,L,299.7,309.2,1126,64.8,71,0,0,0,0,0,No Failure,0
2707,M17566,M,299.6,309.1,1360,37.1,73,0,0,0,0,0,No Failure,0
2708,M17567,M,299.6,309.0,1339,36.1,76,0,0,0,0,0,No Failure,0
2709,L49888,L,299.6,309.1,2066,15.3,79,0,0,1,0,0,PWF,1
2710,L49889,L,299.6,309.1,1441,35.8,81,0,0,0,0,0,No Failure,0
2711,L49890,L,299.6,309.1,1374,39.2,83,0,0,0,0,0,No Failure,0
2712,L49891,L,299.6,309.1,1207,50.6,85,0,0,0,0,0,No Failure,0
2713,H32126,H,299.7,309.2,1102,55.5,87,0,0,0,0,0,No Failure,0
2714,M17573,M,299.6,309.2,1451,30.8,92,0,0,0,0,0,No Failure,0
2715,M17574,M,299.6,309.1,1166,55.2,95,0,0,0,0,0,No Failure,0
2716,M17575,M,299.5,309.0,1501,28.6,98,0,0,0,0,0,No Failure,0
2717,L49896,L,299.5,309.0,1298,44.6,101,0,0,0,0,0,No Failure,0
2718,M17577,M,299.5,309.1,1222,45.3,103,0,0,0,0,0,No Failure,0
2719,L49898,L,299.5,309.1,1157,47.3,106,0,0,0,0,0,No Failure,0
2720,L49899,L,299.5,309.2,1490,29.2,108,0,0,0,0,0,No Failure,0
2721,L49900,L,299.6,309.2,1359,39.1,110,0,0,0,0,0,No Failure,0
2722,M17581,M,299.6,309.3,1353,32.4,112,0,0,0,0,0,No Failure,0
2723,L49902,L,299.6,309.3,1358,34.8,115,0,0,0,0,0,No Failure,0
2724,L49903,L,299.7,309.4,1162,51.9,117,0,0,0,0,0,No Failure,0
2725,M17584,M,299.8,309.3,1270,42.7,119,0,0,0,0,0,No Failure,0
2726,L49905,L,299.8,309.4,1355,34.8,122,0,0,0,0,0,No Failure,0
2727,M17586,M,299.8,309.4,1223,42.9,124,0,0,0,0,0,No Failure,0
2728,L49907,L,299.7,309.3,1234,38.5,127,0,0,0,0,0,No Failure,0
2729,L49908,L,299.7,309.3,1579,25.5,129,0,0,0,0,0,No Failure,0
2730,L49909,L,299.7,309.3,1217,54.6,131,0,0,0,0,0,No Failure,0
2731,L49910,L,299.6,309.2,1225,45.9,133,0,0,0,0,0,No Failure,0
2732,M17591,M,299.7,309.2,1397,32.9,135,0,0,0,0,0,No Failure,0
2733,L49912,L,299.7,309.2,1146,57.4,138,0,0,0,0,0,No Failure,0
2734,L49913,L,299.7,309.2,1222,40.4,140,0,0,0,0,0,No Failure,0
2735,H32148,H,299.7,309.2,1372,32.8,142,0,0,0,0,0,No Failure,0
2736,L49915,L,299.7,309.2,1212,45.4,147,0,0,0,0,0,No Failure,0
2737,M17596,M,299.7,309.1,1376,36.4,149,0,0,0,0,0,No Failure,0
2738,M17597,M,299.7,309.1,1308,41.2,152,0,0,0,0,0,No Failure,0
2739,M17598,M,299.8,309.1,1296,44.4,155,0,0,0,0,0,No Failure,0
2740,L49919,L,299.8,309.2,1372,35.4,158,0,0,0,0,0,No Failure,0
2741,L49920,L,299.6,309.0,1325,42.8,160,0,0,0,0,0,No Failure,0
2742,L49921,L,299.6,309.0,1178,51.9,162,0,0,0,0,0,No Failure,0
2743,L49922,L,299.6,309.1,1169,51.4,164,0,0,0,0,0,No Failure,0
2744,L49923,L,299.6,309.1,1276,45.3,166,0,0,0,0,0,No Failure,0
2745,L49924,L,299.7,309.2,1420,30.0,168,0,0,0,0,0,No Failure,0
2746,M17605,M,299.7,309.1,1403,38.5,170,0,0,0,0,0,No Failure,0
2747,L49926,L,299.7,309.2,1211,46.1,173,0,0,0,0,0,No Failure,0
2748,L49927,L,299.7,309.2,1416,31.6,175,0,0,0,0,0,No Failure,0
2749,L49928,L,299.7,309.2,1431,35.1,177,0,0,0,0,0,No Failure,0
2750,M17609,M,299.7,309.2,1485,28.9,179,0,0,0,0,0,No Failure,0
2751,H32164,H,299.7,309.2,1256,40.6,182,0,0,0,0,0,No Failure,0
2752,L49931,L,299.7,309.1,1217,50.1,187,0,0,0,0,0,No Failure,0
2753,M17612,M,299.7,309.1,1651,24.7,189,0,0,0,0,0,No Failure,0
2754,L49933,L,299.7,309.1,1515,27.8,192,0,0,0,0,0,No Failure,0
2755,H32168,H,299.6,309.1,1430,32.3,194,0,0,0,0,0,No Failure,0
2756,L49935,L,299.7,309.2,1278,38.8,199,0,0,0,0,0,No Failure,0
2757,L49936,L,299.7,309.2,1581,29.6,201,1,0,0,0,0,TWF,1
2758,L49937,L,299.8,309.2,1239,36.1,203,1,0,0,0,0,TWF,1
2759,M17618,M,299.7,309.2,1212,45.3,205,1,0,0,0,0,TWF,1
2760,L49939,L,299.7,309.1,1283,41.1,208,1,0,0,0,0,TWF,1
2761,L49940,L,299.8,309.2,1200,42.6,210,1,0,0,0,0,TWF,1
2762,L49941,L,299.8,309.3,1099,65.1,212,1,0,0,1,0,TWF,1
2763,L49942,L,299.8,309.2,1279,44.4,214,1,0,0,0,0,TWF,1
2764,L49943,L,299.8,309.2,1291,47.5,216,1,0,0,0,0,TWF,1
2765,M17624,M,299.9,309.3,1189,52.8,0,0,0,0,0,0,No Failure,0
2766,M17625,M,299.9,309.4,1199,54.8,3,0,0,0,0,0,No Failure,0
2767,M17626,M,299.9,309.4,1689,26.0,6,0,0,0,0,0,No Failure,0
2768,L49947,L,300.0,309.5,1725,21.9,9,0,0,0,0,0,No Failure,0
2769,L49948,L,300.0,309.5,1475,30.2,11,0,0,0,0,0,No Failure,0
2770,M17629,M,300.0,309.6,1277,38.1,13,0,0,0,0,0,No Failure,0
2771,L49950,L,300.0,309.6,1164,45.9,16,0,0,0,0,0,No Failure,0
2772,L49951,L,299.9,309.5,1251,39.4,18,0,0,0,0,0,No Failure,0
2773,L49952,L,299.9,309.4,1267,41.2,20,0,0,0,0,0,No Failure,0
2774,L49953,L,299.9,309.4,1658,22.5,22,0,0,0,0,0,No Failure,0
2775,L49954,L,300.1,309.4,1359,39.7,24,0,0,0,0,0,No Failure,0
2776,L49955,L,300.1,309.4,1360,47.7,26,0,0,0,0,0,No Failure,0
2777,L49956,L,300.1,309.4,1253,47.6,28,0,0,0,0,0,No Failure,0
2778,L49957,L,300.1,309.4,1264,41.7,30,0,0,0,0,0,No Failure,0
2779,L49958,L,300.0,309.4,1108,50.2,32,0,0,0,0,0,No Failure,0
2780,L49959,L,300.1,309.5,1153,50.9,34,0,0,0,0,0,No Failure,0
2781,M17640,M,300.2,309.6,1356,35.8,36,0,0,0,0,0,No Failure,0
2782,L49961,L,300.2,309.5,1983,17.8,39,0,0,0,0,0,No Failure,0
2783,M17642,M,300.2,309.6,1291,41.8,41,0,0,0,0,0,No Failure,0
2784,M17643,M,300.2,309.6,1328,35.1,44,0,0,0,0,0,No Failure,0
2785,L49964,L,300.2,309.6,1230,52.7,47,0,0,0,0,0,No Failure,0
2786,L49965,L,300.2,309.5,1295,32.6,49,0,0,0,0,0,No Failure,0
2787,M17646,M,300.2,309.5,1430,28.3,51,0,0,0,0,0,No Failure,0
2788,M17647,M,300.3,309.6,1324,38.4,54,0,0,0,0,0,No Failure,0
2789,L49968,L,300.3,309.6,1126,52.4,57,0,0,0,0,0,No Failure,0
2790,H32203,H,300.3,309.5,1238,44.0,59,0,0,0,0,0,No Failure,0
2791,L49970,L,300.4,309.6,1156,45.9,64,0,0,0,0,0,No Failure,0
2792,H32205,H,300.4,309.6,1216,43.3,66,0,0,0,0,0,No Failure,0
2793,L49972,L,300.4,309.7,1384,32.6,71,0,0,0,0,0,No Failure,0
2794,L49973,L,300.3,309.6,1397,31.8,73,0,0,0,0,0,No Failure,0
2795,L49974,L,300.4,309.6,1353,43.9,75,0,0,0,0,0,No Failure,0
2796,M17655,M,300.3,309.5,1205,49.4,77,0,0,0,0,0,No Failure,0
2797,L49976,L,300.2,309.5,1339,35.3,80,0,0,0,0,0,No Failure,0
2798,M17657,M,300.3,309.6,1198,53.7,82,0,0,0,0,0,No Failure,0
2799,L49978,L,300.3,309.6,1368,39.6,85,0,0,0,0,0,No Failure,0
2800,L49979,L,300.3,309.6,1204,44.6,87,0,0,0,0,0,No Failure,0
2801,M17660,M,300.2,309.5,1300,45.7,89,0,0,0,0,0,No Failure,0
2802,M17661,M,300.2,309.5,1442,28.8,92,0,0,0,0,0,No Failure,0
2803,M17662,M,300.3,309.6,1309,46.6,95,0,0,0,0,0,No Failure,0
2804,L49983,L,300.2,309.5,1143,50.2,98,0,0,0,0,0,No Failure,0
2805,L49984,L,300.1,309.5,1250,40.1,100,0,0,0,0,1,RNF,1
2806,L49985,L,300.0,309.4,1260,43.5,102,0,0,0,0,0,No Failure,0
2807,L49986,L,300.0,309.3,1164,41.2,104,0,0,0,0,0,No Failure,0
2808,M17667,M,299.9,309.3,1252,41.9,106,0,0,0,0,0,No Failure,0
2809,L49988,L,299.9,309.3,1271,41.8,109,0,0,0,0,0,No Failure,0
2810,L49989,L,299.9,309.2,1398,34.6,111,0,0,0,0,0,No Failure,0
2811,L49990,L,299.8,309.1,1572,24.8,113,0,0,0,0,0,No Failure,0
2812,L49991,L,299.9,309.2,1561,25.6,115,0,0,0,0,0,No Failure,0
2813,M17672,M,300.0,309.3,1213,40.7,117,0,0,0,0,0,No Failure,0
2814,L49993,L,300.0,309.3,1687,22.6,120,0,0,0,0,0,No Failure,0
2815,L49994,L,300.0,309.3,1195,56.5,122,0,0,0,0,0,No Failure,0
2816,M17675,M,300.1,309.4,1369,31.6,124,0,0,0,0,0,No Failure,0
2817,L49996,L,300.1,309.4,1234,47.3,127,0,0,0,0,0,No Failure,0
2818,L49997,L,300.2,309.5,1217,41.1,129,0,0,0,0,0,No Failure,0
2819,L49998,L,300.2,309.5,1529,28.4,131,0,0,0,0,0,No Failure,0
2820,L49999,L,300.2,309.5,1156,51.1,133,0,0,0,0,0,No Failure,0
2821,L50000,L,300.2,309.5,1236,48.8,135,0,0,0,0,0,No Failure,0
2822,M17681,M,300.3,309.6,1219,42.5,137,0,0,0,0,0,No Failure,0
2823,L50002,L,300.3,309.6,1393,38.1,140,0,0,0,0,0,No Failure,0
2824,M17683,M,300.3,309.5,1120,62.2,142,0,0,0,0,0,No Failure,0
2825,M17684,M,300.3,309.5,1248,42.4,145,0,0,0,0,0,No Failure,0
2826,L50005,L,300.3,309.4,1270,33.5,148,0,0,0,0,0,No Failure,0
2827,M17686,M,300.3,309.4,1412,33.1,150,0,0,0,0,0,No Failure,0
2828,L50007,L,300.4,309.4,1212,51.6,153,0,0,0,0,0,No Failure,0
2829,M17688,M,300.4,309.4,1675,23.9,155,0,0,0,0,0,No Failure,0
2830,L50009,L,300.3,309.3,1412,36.0,158,0,0,0,0,0,No Failure,0
2831,M17690,M,300.4,309.3,1211,41.6,160,0,0,0,0,0,No Failure,0
2832,M17691,M,300.3,309.2,1290,47.9,163,0,0,0,0,0,No Failure,0
2833,M17692,M,300.4,309.3,1267,40.3,166,0,0,0,0,0,No Failure,0
2834,L50013,L,300.3,309.2,1607,26.4,169,0,0,0,0,0,No Failure,0
2835,L50014,L,300.3,309.1,1168,46.0,171,0,0,0,0,0,No Failure,0
2836,L50015,L,300.3,309.2,1372,32.0,173,0,0,0,0,0,No Failure,0
2837,M17696,M,300.3,309.1,1258,44.3,175,0,0,0,0,0,No Failure,0
2838,L50017,L,300.3,309.1,1499,30.3,178,0,0,0,0,0,No Failure,0
2839,L50018,L,300.3,309.3,1278,39.5,180,0,0,0,0,0,No Failure,0
2840,M17699,M,300.4,309.4,1162,42.1,182,0,0,0,0,0,No Failure,0
2841,H32254,H,300.4,309.4,1287,38.9,185,0,0,0,0,0,No Failure,0
2842,L50021,L,300.3,309.4,1505,29.4,190,0,0,0,0,0,No Failure,0
2843,L50022,L,300.3,309.3,1145,53.5,192,0,0,0,0,0,No Failure,0
2844,L50023,L,300.3,309.2,1332,40.2,194,0,0,0,0,0,No Failure,0
2845,L50024,L,300.3,309.2,1450,35.2,196,0,0,0,0,0,No Failure,0
2846,L50025,L,300.3,309.2,1198,54.4,198,0,0,0,0,0,No Failure,0
2847,L50026,L,300.3,309.2,1212,44.8,200,1,0,0,0,0,TWF,1
2848,L50027,L,300.4,309.3,1325,39.6,202,1,0,0,0,0,TWF,1
2849,M17708,M,300.3,309.3,1191,57.9,204,1,0,0,0,0,TWF,1
2850,L50029,L,300.4,309.3,1566,28.2,207,1,0,0,0,0,TWF,1
2851,L50030,L,300.4,309.3,1471,35.0,209,1,0,0,0,0,TWF,1
2852,L50031,L,300.5,309.3,1173,48.8,211,1,0,0,0,0,TWF,1
2853,M17712,M,300.5,309.4,1147,50.1,213,1,0,0,0,0,TWF,1
2854,M17713,M,300.5,309.3,1339,39.1,216,1,0,0,0,0,TWF,1
2855,L50034,L,300.5,309.3,1270,40.8,219,1,0,0,0,0,TWF,1
2856,L50035,L,300.5,309.3,1328,37.0,221,1,0,0,0,0,TWF,1
2857,H32270,H,300.5,309.3,1271,45.2,223,1,0,0,0,0,TWF,1
2858,M17717,M,300.4,309.2,1328,37.2,228,1,0,0,0,0,TWF,1
2859,L50038,L,300.5,309.3,1217,51.5,231,1,0,0,1,0,TWF,1
2860,L50039,L,300.6,309.4,1349,43.4,233,1,0,0,0,0,TWF,1
2861,H32274,H,300.6,309.4,1263,49.2,235,1,0,0,0,0,TWF,1
2862,L50041,L,300.7,309.5,1279,43.6,240,1,0,0,0,0,TWF,1
2863,L50042,L,300.6,309.5,1667,23.0,242,0,0,0,0,0,No Failure,0
2864,L50043,L,300.6,309.4,1271,44.1,244,0,0,0,0,0,No Failure,0
2865,H32278,H,300.6,309.4,1180,47.6,246,0,0,0,0,0,No Failure,0
2866,H32279,H,300.7,309.7,1423,32.7,0,0,0,0,0,0,No Failure,0
2867,L50046,L,300.8,309.7,1797,20.7,5,0,0,0,0,0,No Failure,0
2868,H32281,H,300.7,309.6,1190,48.5,7,0,0,0,0,0,No Failure,0
2869,L50048,L,300.8,309.7,1218,46.6,12,0,0,0,0,0,No Failure,0
2870,L50049,L,300.8,309.7,1319,35.8,14,0,0,0,0,0,No Failure,0
2871,M17730,M,300.8,309.7,1319,39.7,16,0,0,0,0,0,No Failure,0
2872,M17731,M,300.7,309.6,1336,37.2,19,0,0,0,0,0,No Failure,0
2873,L50052,L,300.8,309.6,1480,28.7,22,0,0,0,0,0,No Failure,0
2874,H32287,H,300.6,309.4,1355,37.9,24,0,0,0,0,0,No Failure,0
2875,L50054,L,300.6,309.5,1271,49.6,29,0,0,0,0,0,No Failure,0
2876,M17735,M,300.5,309.4,1677,23.8,31,0,0,0,0,0,No Failure,0
2877,M17736,M,300.5,309.3,1378,30.5,34,0,0,0,0,0,No Failure,0
2878,M17737,M,300.5,309.4,1455,32.1,37,0,0,0,0,0,No Failure,0
2879,H32292,H,300.5,309.4,1302,34.3,40,0,0,0,0,0,No Failure,0
2880,M17739,M,300.6,309.4,1167,63.2,45,0,0,0,0,0,No Failure,0
2881,L50060,L,300.7,309.5,1341,37.2,48,0,0,0,0,0,No Failure,0
2882,M17741,M,300.6,309.6,1388,37.0,50,0,0,0,0,0,No Failure,0
2883,L50062,L,300.6,309.6,1484,32.8,53,0,0,0,0,0,No Failure,0
2884,L50063,L,300.6,309.5,1237,40.0,55,0,0,0,0,0,No Failure,0
2885,L50064,L,300.6,309.6,1209,42.4,57,0,0,0,0,0,No Failure,0
2886,M17745,M,300.5,309.5,1120,49.9,59,0,0,0,0,0,No Failure,0
2887,H32300,H,300.5,309.5,1435,34.2,62,0,0,0,0,0,No Failure,0
2888,M17747,M,300.5,309.5,1491,27.6,67,0,0,0,0,0,No Failure,0
2889,M17748,M,300.6,309.6,1165,50.0,70,0,0,0,0,0,No Failure,0
2890,M17749,M,300.7,309.7,1323,38.2,73,0,0,0,0,0,No Failure,0
2891,L50070,L,300.6,309.7,1393,32.4,76,0,0,0,0,0,No Failure,0
2892,L50071,L,300.6,309.6,1482,30.7,78,0,0,0,0,0,No Failure,0
2893,L50072,L,300.7,309.6,1129,54.3,80,0,0,0,0,0,No Failure,0
2894,M17753,M,300.7,309.6,1368,35.2,82,0,0,0,0,0,No Failure,0
2895,L50074,L,300.7,309.6,1533,24.8,85,0,0,0,0,0,No Failure,0
2896,M17755,M,300.7,309.6,1273,48.1,87,0,0,0,0,0,No Failure,0
2897,M17756,M,300.7,309.5,1433,31.3,90,0,0,0,0,0,No Failure,0
2898,M17757,M,300.6,309.5,1330,40.2,93,0,0,0,0,0,No Failure,0
2899,M17758,M,300.6,309.5,1350,40.2,96,0,0,0,0,0,No Failure,0
2900,L50079,L,300.6,309.4,1210,40.6,99,0,0,0,0,0,No Failure,0
2901,L50080,L,300.5,309.3,1374,33.5,101,0,0,0,0,0,No Failure,0
2902,L50081,L,300.6,309.4,1225,40.3,103,0,0,0,0,0,No Failure,0
2903,M17762,M,300.6,309.4,1341,35.2,105,0,0,0,0,0,No Failure,0
2904,M17763,M,300.7,309.5,1533,26.7,108,0,0,0,0,0,No Failure,0
2905,L50084,L,300.6,309.4,2296,13.5,111,0,0,1,0,0,PWF,1
2906,L50085,L,300.6,309.4,1352,36.4,113,0,0,0,0,0,No Failure,0
2907,L50086,L,300.6,309.3,1209,38.7,115,0,0,0,0,0,No Failure,0
2908,M17767,M,300.6,309.4,1381,35.7,117,0,0,0,0,0,No Failure,0
2909,L50088,L,300.7,309.5,1051,59.9,120,0,0,0,0,0,No Failure,0
2910,L50089,L,300.7,309.6,1300,44.1,122,0,0,0,0,0,No Failure,0
2911,L50090,L,300.6,309.5,1376,38.8,124,0,0,0,0,0,No Failure,0
2912,M17771,M,300.7,309.5,1152,44.0,126,0,0,0,0,0,No Failure,0
2913,L50092,L,300.7,309.6,1461,30.3,129,0,0,0,0,0,No Failure,0
2914,L50093,L,300.7,309.6,1341,34.6,131,0,0,0,0,0,No Failure,0
2915,H32328,H,300.6,309.6,1688,20.5,133,0,0,0,0,0,No Failure,0
2916,L50095,L,300.5,309.5,1055,62.1,138,0,0,0,0,0,No Failure,0
2917,L50096,L,300.6,309.6,1211,41.6,140,0,0,0,0,0,No Failure,0
2918,L50097,L,300.6,309.5,1316,39.0,142,0,0,0,0,0,No Failure,0
2919,M17778,M,300.6,309.5,1292,34.0,144,0,0,0,0,0,No Failure,0
2920,L50099,L,300.6,309.6,1526,30.0,147,0,0,0,0,0,No Failure,0
2921,L50100,L,300.7,309.7,1398,33.7,149,0,0,0,0,0,No Failure,0
2922,L50101,L,300.8,309.8,1457,31.1,151,0,0,0,0,0,No Failure,0
2923,L50102,L,300.8,309.7,1281,38.1,153,0,0,0,0,0,No Failure,0
2924,M17783,M,300.7,309.7,1197,51.3,155,0,0,0,0,0,No Failure,0
2925,L50104,L,300.8,309.7,1261,44.3,158,0,0,0,0,0,No Failure,0
2926,M17785,M,300.7,309.6,1188,51.1,160,0,0,0,0,0,No Failure,0
2927,L50106,L,300.7,309.7,1307,52.4,163,0,0,0,0,0,No Failure,0
2928,M17787,M,300.7,309.6,1221,49.8,165,0,0,0,0,0,No Failure,0
2929,M17788,M,300.8,309.7,1058,54.9,168,0,0,0,0,0,No Failure,0
2930,M17789,M,300.8,309.7,1282,39.0,171,0,0,0,0,0,No Failure,0
2931,H32344,H,300.7,309.6,1203,51.3,174,0,0,0,0,0,No Failure,0
2932,L50111,L,300.8,309.7,1173,45.4,179,0,0,0,0,0,No Failure,0
2933,L50112,L,300.9,309.7,1260,42.1,181,0,0,0,0,0,No Failure,0
2934,M17793,M,300.8,309.7,1551,27.9,183,0,0,0,0,0,No Failure,0
2935,M17794,M,300.8,309.6,1346,42.3,186,0,0,0,0,0,No Failure,0
2936,M17795,M,300.8,309.7,1480,28.2,189,0,0,0,0,0,No Failure,0
2937,M17796,M,300.9,309.7,1194,48.8,192,0,0,0,0,0,No Failure,0
2938,L50117,L,300.7,309.6,1610,26.0,195,0,0,0,0,0,No Failure,0
2939,L50118,L,300.7,309.5,1279,34.5,197,0,0,0,0,0,No Failure,0
2940,L50119,L,300.9,309.7,1231,41.4,199,0,0,0,0,0,No Failure,0
2941,L50120,L,300.9,309.7,2155,14.4,201,1,0,1,0,0,TWF,1
2942,M17801,M,300.7,309.6,1796,19.8,203,1,0,0,0,0,TWF,1
2943,L50122,L,300.7,309.5,1261,49.9,0,0,0,0,0,0,No Failure,0
2944,H32357,H,300.7,309.5,1807,19.7,2,0,0,0,0,0,No Failure,0
2945,L50124,L,300.7,309.6,1305,34.9,7,0,0,0,0,0,No Failure,0
2946,H32359,H,300.7,309.6,1725,20.5,9,0,0,0,0,0,No Failure,0
2947,M17806,M,300.7,309.5,1422,30.5,14,0,0,0,0,0,No Failure,0
2948,L50127,L,300.7,309.5,1392,29.0,17,0,0,0,0,0,No Failure,0
2949,L50128,L,300.7,309.5,1650,24.5,19,0,0,0,0,0,No Failure,0
2950,M17809,M,300.7,309.5,1270,48.7,21,0,0,0,0,0,No Failure,0
2951,M17810,M,300.7,309.5,1245,46.4,24,0,0,0,0,0,No Failure,0
2952,L50131,L,300.7,309.5,1485,31.1,27,0,0,0,0,0,No Failure,0
2953,H32366,H,300.7,309.5,1467,30.5,29,0,0,0,0,0,No Failure,0
2954,L50133,L,300.7,309.5,1378,35.4,34,0,0,0,0,0,No Failure,0
2955,H32368,H,300.6,309.4,1491,28.0,36,0,0,0,0,0,No Failure,0
2956,M17815,M,300.7,309.5,1239,43.8,41,0,0,0,0,0,No Failure,0
2957,M17816,M,300.8,309.6,1204,38.7,44,0,0,0,0,0,No Failure,0
2958,L50137,L,300.8,309.6,1298,45.8,47,0,0,0,0,0,No Failure,0
2959,M17818,M,300.8,309.5,1281,44.5,49,0,0,0,0,0,No Failure,0
2960,M17819,M,300.7,309.4,1389,35.0,52,0,0,0,0,0,No Failure,0
2961,L50140,L,300.7,309.5,1267,44.3,55,0,0,0,0,0,No Failure,0
2962,L50141,L,300.6,309.4,1454,32.8,57,0,0,0,0,0,No Failure,0
2963,L50142,L,300.7,309.5,1308,39.9,59,0,0,0,0,0,No Failure,0
2964,M17823,M,300.7,309.6,1239,43.0,61,0,0,0,0,0,No Failure,0
2965,L50144,L,300.7,309.5,1492,30.3,64,0,0,0,0,0,No Failure,0
2966,M17825,M,300.7,309.5,1638,24.9,66,0,0,0,0,0,No Failure,0
2967,L50146,L,300.6,309.3,1401,40.2,69,0,0,0,0,0,No Failure,0
2968,L50147,L,300.6,309.4,1169,51.6,71,0,0,0,0,0,No Failure,0
2969,M17828,M,300.6,309.4,1112,45.2,73,0,0,0,0,0,No Failure,0
2970,L50149,L,300.6,309.4,1268,44.1,76,0,0,0,0,0,No Failure,0
2971,M17830,M,300.6,309.4,1252,39.4,78,0,0,0,0,0,No Failure,0
2972,M17831,M,300.7,309.5,1193,43.9,81,0,0,0,0,0,No Failure,0
2973,M17832,M,300.6,309.4,1232,44.2,84,0,0,0,0,0,No Failure,0
2974,M17833,M,300.6,309.3,1310,46.0,87,0,0,0,0,0,No Failure,0
2975,M17834,M,300.6,309.4,1321,37.2,90,0,0,0,0,0,No Failure,0
2976,H32389,H,300.5,309.4,1160,46.2,93,0,0,0,0,0,No Failure,0
2977,M17836,M,300.5,309.3,1681,25.5,98,0,0,0,0,0,No Failure,0
2978,L50157,L,300.4,309.3,1213,50.3,101,0,0,0,0,0,No Failure,0
2979,H32392,H,300.5,309.4,1442,36.2,103,0,0,0,0,0,No Failure,0
2980,L50159,L,300.5,309.5,1342,38.5,108,0,0,0,0,0,No Failure,0
2981,L50160,L,300.4,309.5,1247,39.3,110,0,0,0,0,0,No Failure,0
2982,H32395,H,300.4,309.4,1330,40.4,112,0,0,0,0,0,No Failure,0
2983,L50162,L,300.5,309.5,1595,27.7,117,0,0,0,0,0,No Failure,0
2984,L50163,L,300.6,309.6,1090,57.4,119,0,0,0,0,0,No Failure,0
2985,L50164,L,300.6,309.7,1439,30.4,121,0,0,0,0,0,No Failure,0
2986,L50165,L,300.7,309.8,1396,31.5,123,0,0,0,0,0,No Failure,0
2987,L50166,L,300.6,309.8,1255,48.0,125,0,0,0,0,0,No Failure,0
2988,M17847,M,300.6,309.8,1459,28.9,127,0,0,0,0,0,No Failure,0
2989,M17848,M,300.6,309.8,1332,42.5,130,0,0,0,0,0,No Failure,0
2990,L50169,L,300.6,309.8,1302,42.4,133,0,0,0,0,0,No Failure,0
2991,L50170,L,300.6,309.8,1488,28.6,135,0,0,0,0,0,No Failure,0
2992,M17851,M,300.5,309.7,1141,50.9,137,0,0,0,0,0,No Failure,0
2993,M17852,M,300.5,309.7,1485,29.4,140,0,0,0,0,0,No Failure,0
2994,M17853,M,300.5,309.8,1170,55.9,143,0,0,0,0,0,No Failure,0
2995,L50174,L,300.5,309.8,1261,52.5,146,0,0,0,0,0,No Failure,0
