UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Failure Type,Machine failure
1177,M16036,M,297.2,308.3,1429,57.0,6,0,0,0,0,0,No Failure,0
1178,M16037,M,297.2,308.3,1604,54.4,9,0,0,1,0,0,PWF,1
1179,L48358,L,297.3,308.5,1398,75.4,12,0,0,1,0,0,PWF,1
1180,L48359,L,297.3,308.4,1441,58.4,14,0,0,0,0,0,No Failure,0
1181,H30594,H,297.3,308.4,1531,50.6,16,0,0,0,0,0,No Failure,0
1182,L48361,L,297.2,308.3,1379,67.1,21,0,0,1,0,0,PWF,1
1183,L48362,L,297.3,308.3,1410,63.1,23,0,0,1,0,0,PWF,1
1184,L48363,L,297.3,308.4,1513,55.5,25,0,0,0,0,0,No Failure,0
1185,L48364,L,297.3,308.5,1497,62.5,27,0,0,1,0,0,PWF,1
1186,L48365,L,297.3,308.4,1491,61.5,29,0,0,1,0,0,PWF,1
1187,L48366,L,297.3,308.4,1417,62.8,31,0,0,1,0,0,PWF,1
1188,M16047,M,297.4,308.6,1522,53.0,33,0,0,0,0,0,No Failure,0
1189,L48368,L,297.3,308.4,1339,67.1,36,0,0,1,0,0,PWF,1
1190,M16049,M,297.2,308.3,1794,42.5,38,0,0,0,0,0,No Failure,0
1191,L48370,L,297.2,308.4,1460,57.1,41,0,0,0,0,0,No Failure,0
1192,M16051,M,297.2,308.3,1776,43.0,43,0,0,0,0,0,No Failure,0
1193,M16052,M,297.2,308.3,1431,58.7,46,0,0,0,0,0,No Failure,0
1194,L48373,L,297.1,308.2,1347,65.8,49,0,0,1,0,0,PWF,1
1195,M16054,M,297.0,308.1,1507,58.1,51,0,0,1,0,0,PWF,1
1196,M16055,M,297.0,308.0,1408,62.9,54,0,0,1,0,0,PWF,1
1197,M16056,M,297.0,307.9,1493,49.7,57,0,0,0,0,0,No Failure,0
1198,M16057,M,296.9,307.9,1441,62.6,60,0,0,1,0,0,PWF,1
1199,H30612,H,296.9,307.9,1557,51.5,63,0,0,0,0,0,No Failure,0
1200,M16059,M,296.9,307.9,1979,35.4,68,0,0,0,0,0,No Failure,0
1201,M16060,M,296.9,308.0,1430,70.9,71,0,0,1,0,0,PWF,1
1202,L48381,L,296.9,308.0,1658,56.0,74,0,0,1,0,0,PWF,1
1203,M16062,M,297.0,308.1,1355,66.4,76,0,0,1,0,0,PWF,1
1204,H30617,H,297.0,308.1,1410,62.6,79,0,0,1,0,0,PWF,1
1205,L48384,L,296.9,308.0,1521,49.5,84,0,0,0,0,0,No Failure,0
1206,L48385,L,296.8,308.0,1371,69.5,86,0,0,1,0,0,PWF,1
1207,H30620,H,296.9,308.0,1318,68.5,88,0,0,1,0,0,PWF,1
1208,M16067,M,297.0,308.1,1573,49.9,93,0,0,0,0,0,No Failure,0
1209,L48388,L,297.0,308.1,1489,59.1,96,0,0,1,0,0,PWF,1
1210,H30623,H,297.0,308.1,2540,28.3,98,0,0,0,0,0,No Failure,0
1211,L48390,L,297.0,308.1,1537,54.0,103,0,0,0,0,0,No Failure,0
1212,H30625,H,296.9,308.0,1416,61.9,105,0,0,1,0,0,PWF,1
1213,L48392,L,296.9,307.9,1359,71.5,110,0,0,1,0,0,PWF,1
1214,M16073,M,296.8,307.8,1551,53.9,112,0,0,0,0,0,No Failure,0
1215,M16074,M,296.8,307.8,1694,48.0,115,0,0,0,0,0,No Failure,0
1216,L48395,L,296.8,307.9,1709,43.4,118,0,0,0,0,0,No Failure,0
1217,L48396,L,296.9,308.0,1514,56.0,120,0,0,0,0,0,No Failure,0
1218,L48397,L,297.0,308.1,1455,58.5,122,0,0,0,0,0,No Failure,0
1219,M16078,M,297.0,308.2,1702,45.7,124,0,0,0,0,0,No Failure,0
1220,M16079,M,296.9,308.1,1357,56.8,127,0,0,0,0,0,No Failure,0
1221,L48400,L,297.0,308.2,1577,44.4,130,0,0,0,0,0,No Failure,0
1222,M16081,M,297.0,308.3,1399,61.4,132,0,0,0,0,0,No Failure,0
1223,L48402,L,297.0,308.3,1399,74.0,135,0,0,1,0,0,PWF,1
1224,L48403,L,297.0,308.3,1492,63.1,137,0,0,1,0,0,PWF,1
1225,L48404,L,297.1,308.3,1763,40.7,139,0,0,0,0,0,No Failure,0
1226,H30639,H,297.1,308.3,1492,56.5,141,0,0,0,0,0,No Failure,0
1227,L48406,L,297.1,308.4,1488,57.5,146,0,0,0,0,0,No Failure,0
1228,L48407,L,297.1,308.4,1422,57.1,148,0,0,0,0,0,No Failure,0
1229,M16088,M,297.1,308.4,1583,53.2,150,0,0,0,0,0,No Failure,0
1230,L48409,L,297.1,308.4,1304,68.5,153,0,0,1,0,0,PWF,1
1231,M16090,M,297.1,308.4,1880,38.5,155,0,0,0,0,0,No Failure,0
1232,M16091,M,297.2,308.5,1604,55.7,158,0,0,1,0,0,PWF,1
1233,L48412,L,297.2,308.6,1500,52.1,161,0,0,0,0,0,No Failure,0
1234,M16093,M,297.2,308.5,1364,70.6,163,0,0,1,0,0,PWF,1
1235,H30648,H,297.2,308.5,2440,29.0,166,0,0,0,0,0,No Failure,0
1236,H30649,H,297.1,308.4,1654,46.4,171,0,0,0,0,0,No Failure,0
1237,H30650,H,297.1,308.4,1359,61.6,176,0,0,0,0,0,No Failure,0
1238,M16097,M,297.1,308.4,1502,52.3,181,0,0,0,0,0,No Failure,0
1239,M16098,M,297.1,308.4,1615,47.6,184,0,0,0,0,0,No Failure,0
1240,H30653,H,297.2,308.5,1482,54.3,187,0,0,0,0,0,No Failure,0
1241,L48420,L,297.2,308.6,1636,46.3,192,0,0,0,0,0,No Failure,0
1242,M16101,M,297.1,308.5,1621,47.4,194,0,0,0,0,0,No Failure,0
1243,L48422,L,297.1,308.4,1468,59.4,197,0,0,1,1,0,PWF,1
1244,M16103,M,297.1,308.4,1432,68.4,199,0,0,1,1,0,PWF,1
1245,L48424,L,297.1,308.4,1726,43.4,202,1,0,0,0,0,TWF,1
1246,M16105,M,297.1,308.4,1588,48.4,204,1,0,0,0,0,TWF,1
1247,H30660,H,297.2,308.5,1653,48.3,207,1,0,0,0,0,TWF,1
1248,L48427,L,297.2,308.5,1513,57.9,212,1,0,1,1,0,TWF,1
1249,L48428,L,297.2,308.6,1489,55.2,214,1,0,0,1,0,TWF,1
1250,L48429,L,297.3,308.7,1467,51.8,216,1,0,0,1,0,TWF,1
1251,L48430,L,297.3,308.7,1549,51.1,218,1,0,0,1,0,TWF,1
1252,M16111,M,297.4,308.8,1359,63.7,220,1,0,1,1,0,TWF,1
1253,L48432,L,297.5,308.8,1533,56.5,223,1,0,1,1,0,TWF,1
1254,L48433,L,297.5,308.8,1309,72.3,0,0,0,1,0,0,PWF,1
1255,H30668,H,297.5,308.8,1430,64.4,2,0,0,1,0,0,PWF,1
1256,H30669,H,297.5,308.9,1419,65.7,7,0,0,1,0,0,PWF,1
1257,M16116,M,297.5,308.9,1535,52.7,12,0,0,0,0,0,No Failure,0
1258,L48437,L,297.5,308.9,1466,58.0,15,0,0,0,0,0,No Failure,0
1259,L48438,L,297.5,308.9,1427,65.4,17,0,0,1,0,0,PWF,1
1260,M16119,M,297.5,308.9,1280,63.5,19,0,0,0,0,0,No Failure,0
1261,L48440,L,297.6,309.0,1528,48.8,22,0,0,0,0,0,No Failure,0
1262,H30675,H,297.6,309.0,1885,40.2,24,0,0,0,0,0,No Failure,0
1263,H30676,H,297.8,309.2,1648,48.0,29,0,0,0,0,0,No Failure,0
1264,L48443,L,297.8,309.2,1400,71.9,34,0,0,1,0,0,PWF,1
1265,M16124,M,297.8,309.3,2243,30.7,36,0,0,0,0,0,No Failure,0
1266,L48445,L,297.9,309.4,1558,50.7,39,0,0,0,0,0,No Failure,0
1267,L48446,L,298.0,309.6,1633,49.8,41,0,0,0,0,0,No Failure,0
1268,M16127,M,298.1,309.6,1549,53.7,43,0,0,0,0,0,No Failure,0
1269,L48448,L,298.0,309.5,1496,60.8,46,0,0,1,0,0,PWF,1
1270,L48449,L,298.1,309.5,1467,56.8,48,0,0,0,0,0,No Failure,0
1271,M16130,M,298.0,309.4,1276,80.9,50,0,0,1,0,0,PWF,1
1272,H30685,H,298.0,309.4,1490,55.5,53,0,0,0,0,0,No Failure,0
1273,H30686,H,298.0,309.4,1562,53.1,58,0,0,0,0,0,No Failure,0
1274,L48453,L,298.1,309.4,1397,63.2,63,0,0,1,0,0,PWF,1
1275,H30688,H,298.1,309.5,1530,55.2,65,0,0,0,0,0,No Failure,0
1276,M16135,M,298.1,309.4,1362,62.6,70,0,0,0,0,0,No Failure,0
1277,M16136,M,298.2,309.4,1693,49.4,73,0,0,0,0,0,No Failure,0
1278,M16137,M,298.2,309.4,1408,61.5,76,0,0,1,0,0,PWF,1
1279,L48458,L,298.2,309.4,1398,67.9,79,0,0,1,0,0,PWF,1
1280,M16139,M,298.3,309.6,1531,55.1,81,0,0,0,0,0,No Failure,0
1281,H30694,H,298.3,309.5,1521,52.1,84,0,0,0,0,0,No Failure,0
1282,H30695,H,298.3,309.5,1427,69.3,89,0,0,1,0,0,PWF,1
1283,L48462,L,298.3,309.4,1546,51.1,94,0,0,0,0,0,No Failure,0
1284,L48463,L,298.3,309.4,1356,60.4,96,0,0,0,0,0,No Failure,0
1285,L48464,L,298.4,309.5,2153,30.3,98,0,0,0,0,0,No Failure,0
1286,M16145,M,298.5,309.6,1492,56.7,100,0,0,0,0,0,No Failure,0
1287,L48466,L,298.5,309.6,1582,55.3,103,0,0,1,0,0,PWF,1
1288,L48467,L,298.5,309.6,1419,56.5,105,0,0,0,0,0,No Failure,0
1289,M16148,M,298.5,309.6,1441,63.2,107,0,0,1,0,0,PWF,1
1290,M16149,M,298.6,309.7,1635,47.2,110,0,0,0,0,0,No Failure,0
1291,L48470,L,298.6,309.7,1429,60.8,113,0,0,1,0,0,PWF,1
1292,M16151,M,298.6,309.7,1675,43.4,115,0,0,0,0,0,No Failure,0
1293,M16152,M,298.7,309.7,1868,38.8,118,0,0,0,0,0,No Failure,0
1294,H30707,H,298.7,309.8,1582,48.4,121,0,0,0,0,0,No Failure,0
1295,L48474,L,298.8,309.9,1486,55.3,126,0,0,0,0,0,No Failure,0
1296,L48475,L,298.7,309.8,1402,69.3,128,0,0,1,0,0,PWF,1
1297,L48476,L,298.7,309.9,1621,49.1,130,0,0,0,0,0,No Failure,0
1298,L48477,L,298.8,309.9,1428,57.4,132,0,0,0,0,0,No Failure,0
1299,M16158,M,298.7,309.8,1343,68.6,134,0,0,1,0,0,PWF,1
1300,M16159,M,298.7,309.9,1458,55.2,137,0,0,0,0,0,No Failure,0
1301,L48480,L,298.7,309.8,1322,72.0,140,0,0,1,0,0,PWF,1
1302,L48481,L,298.7,309.9,1483,47.8,142,0,0,0,0,0,No Failure,0
1303,L48482,L,298.6,309.8,1505,60.7,144,0,0,1,0,0,PWF,1
1304,L48483,L,298.7,309.9,1593,57.5,146,0,0,1,0,0,PWF,1
1305,L48484,L,298.8,310.0,2098,34.6,148,0,0,0,0,0,No Failure,0
1306,L48485,L,298.8,310.0,1672,45.4,150,0,0,0,0,0,No Failure,0
1307,L48486,L,298.8,310.0,1487,56.4,152,0,0,0,0,0,No Failure,0
1308,L48487,L,298.8,310.0,1423,57.1,154,0,0,0,0,0,No Failure,0
1309,L48488,L,298.9,310.1,1750,40.0,156,0,0,0,0,0,No Failure,0
1310,L48489,L,298.9,310.2,1654,46.1,158,0,0,0,0,0,No Failure,0
1311,L48490,L,298.9,310.2,1498,65.2,160,0,0,1,0,0,PWF,1
1312,L48491,L,298.9,310.1,1587,45.2,162,0,0,0,0,0,No Failure,0
1313,L48492,L,298.9,310.1,1473,57.6,164,0,0,0,0,0,No Failure,0
1314,L48493,L,298.9,310.2,1359,71.9,166,0,0,1,1,0,PWF,1
1315,M16174,M,299.0,310.3,1635,49.5,168,0,0,0,0,0,No Failure,0
1316,L48495,L,299.0,310.3,1520,60.0,171,0,0,1,0,0,PWF,1
1317,L48496,L,299.0,310.3,1507,51.7,173,0,0,0,0,0,No Failure,0
1318,L48497,L,299.0,310.3,1428,61.3,175,0,0,1,0,0,PWF,1
1319,M16178,M,299.0,310.3,1582,48.3,177,0,0,0,0,0,No Failure,0
1320,L48499,L,299.0,310.3,1929,39.4,180,0,0,0,0,0,No Failure,0
1321,M16180,M,299.0,310.3,1540,53.1,182,0,0,0,0,0,No Failure,0
1322,L48501,L,298.9,310.2,1362,68.0,185,0,0,1,1,0,PWF,1
1323,H30736,H,298.9,310.1,1452,64.9,187,0,0,1,0,0,PWF,1
1324,L48503,L,298.9,310.1,1361,66.7,192,0,0,1,1,0,PWF,1
1325,M16184,M,298.8,310.1,1243,89.5,194,0,0,1,1,0,PWF,1
1326,H30739,H,298.8,310.1,1567,51.8,197,0,0,0,0,0,No Failure,0
1327,L48506,L,298.9,310.2,1411,61.5,202,1,0,1,1,0,TWF,1
1328,L48507,L,298.8,310.2,1814,41.8,204,1,0,0,0,0,TWF,1
1329,M16188,M,298.8,310.1,1719,43.8,206,1,0,0,0,0,TWF,1
1330,H30743,H,298.8,310.2,1663,45.4,209,1,0,0,0,0,TWF,1
1331,L48510,L,298.9,310.2,1696,45.2,214,1,0,0,0,0,TWF,1
1332,H30745,H,298.9,310.2,1771,41.8,216,1,0,0,0,0,TWF,1
1333,L48512,L,299.0,310.3,1868,39.0,221,1,0,0,0,0,TWF,1
1334,M16193,M,299.0,310.3,1558,50.4,223,1,0,0,0,0,TWF,1
1335,L48514,L,299.0,310.4,1365,64.1,226,1,0,1,1,0,TWF,1
1336,L48515,L,299.0,310.4,1371,68.8,228,1,0,1,1,0,TWF,1
1337,L48516,L,298.9,310.3,1583,47.6,230,1,0,0,0,0,TWF,1
1338,H30751,H,298.7,310.2,1613,51.0,0,0,0,0,0,0,No Failure,0
1339,L48518,L,298.6,310.1,1721,42.2,5,0,0,0,0,0,No Failure,0
1340,M16199,M,298.6,310.2,1668,46.5,7,0,0,0,0,0,No Failure,0
1341,L48520,L,298.6,310.2,1569,51.3,10,0,0,0,0,0,No Failure,0
1342,M16201,M,298.6,310.2,1328,65.5,12,0,0,1,0,0,PWF,1
1343,M16202,M,298.6,310.1,1596,48.0,15,0,0,0,0,0,No Failure,0
1344,L48523,L,298.5,310.2,1676,47.7,18,0,0,0,0,0,No Failure,0
1345,L48524,L,298.5,310.1,1809,43.9,20,0,0,0,0,0,No Failure,0
1346,L48525,L,298.5,310.0,1804,41.1,22,0,0,0,0,0,No Failure,0
1347,L48526,L,298.6,310.1,1533,48.9,24,0,0,0,0,0,No Failure,0
1348,L48527,L,298.7,310.2,1717,42.3,26,0,0,0,0,0,No Failure,0
1349,L48528,L,298.7,310.2,1363,60.5,28,0,0,0,0,0,No Failure,0
1350,L48529,L,298.7,310.2,1402,60.9,30,0,0,0,0,0,No Failure,0
1351,L48530,L,298.7,310.2,1436,62.5,32,0,0,1,0,0,PWF,1
1352,L48531,L,298.7,310.2,1525,58.7,34,0,0,1,0,0,PWF,1
1353,M16212,M,298.7,310.2,1598,48.3,36,0,0,0,0,0,No Failure,0
1354,M16213,M,298.6,310.1,1444,63.1,39,0,0,1,0,0,PWF,1
1355,L48534,L,298.6,310.0,1334,63.0,42,0,0,0,0,0,No Failure,0
1356,M16215,M,298.6,310.0,1681,50.5,44,0,0,0,0,0,No Failure,0
1357,L48536,L,298.6,309.9,1593,52.4,47,0,0,0,0,0,No Failure,0
1358,L48537,L,298.6,309.9,1461,60.7,49,0,0,1,0,0,PWF,1
1359,M16218,M,298.7,310.1,1693,46.9,51,0,0,0,0,0,No Failure,0
1360,L48539,L,298.7,310.2,1404,65.3,54,0,0,1,0,0,PWF,1
1361,H30774,H,298.8,310.2,1707,42.6,56,0,0,0,0,0,No Failure,0
1362,M16221,M,298.6,310.1,1458,56.9,61,0,0,0,0,0,No Failure,0
1363,L48542,L,298.6,310.0,1517,56.2,64,0,0,0,0,0,No Failure,0
1364,L48543,L,298.7,310.1,1433,69.6,66,0,0,1,0,0,PWF,1
1365,L48544,L,298.7,310.2,1566,48.1,68,0,0,0,0,0,No Failure,0
1366,L48545,L,298.7,310.1,1676,48.5,70,0,0,0,0,0,No Failure,0
1367,M16226,M,298.7,310.1,1368,71.8,72,0,0,1,0,0,PWF,1
1368,M16227,M,298.8,310.2,1581,52.5,75,0,0,0,0,0,No Failure,0
1369,H30782,H,298.8,310.3,1708,42.1,78,0,0,0,0,0,No Failure,0
1370,M16229,M,298.7,310.3,1481,56.5,83,0,0,0,0,0,No Failure,0
1371,L48550,L,298.7,310.3,1451,55.0,86,0,0,0,0,0,No Failure,0
1372,M16231,M,298.7,310.3,1495,53.7,88,0,0,0,0,0,No Failure,0
1373,M16232,M,298.8,310.3,1573,56.8,91,0,0,1,0,0,PWF,1
1374,M16233,M,298.8,310.3,1366,74.0,94,0,0,1,0,0,PWF,1
1375,L48554,L,298.8,310.3,1553,51.8,97,0,0,0,0,0,No Failure,0
1376,M16235,M,298.8,310.3,1528,52.1,99,0,0,0,0,0,No Failure,0
1377,M16236,M,298.8,310.2,1527,46.2,102,0,0,0,0,0,No Failure,0
1378,L48557,L,298.8,310.2,1461,61.7,105,0,0,1,0,0,PWF,1
1379,H30792,H,298.8,310.2,1455,59.9,107,0,0,1,0,0,PWF,1
1380,L48559,L,298.7,310.1,1620,49.8,112,0,0,0,0,0,No Failure,0
1381,L48560,L,298.7,310.1,1786,42.7,114,0,0,0,0,0,No Failure,0
1382,M16241,M,298.8,310.2,1583,50.7,116,0,0,0,0,0,No Failure,0
1383,L48562,L,298.8,310.1,1653,45.3,119,0,0,0,0,0,No Failure,0
1384,M16243,M,298.9,310.2,1331,64.0,121,0,0,0,0,0,No Failure,0
1385,L48564,L,298.9,310.3,1484,58.8,124,0,0,1,0,0,PWF,1
1386,M16245,M,298.9,310.2,1603,51.1,126,0,0,0,0,0,No Failure,0
1387,L48566,L,298.9,310.2,1445,55.0,129,0,0,0,0,0,No Failure,0
1388,L48567,L,298.9,310.1,1823,41.1,131,0,0,0,0,0,No Failure,0
1389,H30802,H,298.9,310.1,1491,60.3,133,0,0,1,0,0,PWF,1
1390,L48569,L,298.9,310.2,1533,57.8,138,0,0,1,0,0,PWF,1
1391,L48570,L,298.9,310.2,1409,69.8,140,0,0,1,0,0,PWF,1
1392,L48571,L,298.9,310.2,2737,23.8,142,0,0,0,0,0,No Failure,0
1393,M16252,M,299.0,310.3,1494,61.6,144,0,0,1,0,0,PWF,1
1394,L48573,L,299.1,310.4,1594,48.3,147,0,0,0,0,0,No Failure,0
1395,L48574,L,299.1,310.4,1527,59.0,149,0,0,1,0,0,PWF,1
1396,L48575,L,299.1,310.4,1452,54.7,151,0,0,0,0,0,No Failure,0
1397,L48576,L,299.0,310.3,1483,54.2,153,0,0,0,0,0,No Failure,0
1398,L48577,L,299.1,310.2,1569,53.2,155,0,0,0,0,0,No Failure,0
1399,L48578,L,299.1,310.3,1472,61.6,157,0,0,1,0,0,PWF,1
1400,L48579,L,299.0,310.2,1533,58.5,159,0,0,1,0,0,PWF,1
1401,H30814,H,298.9,310.1,1366,77.7,161,0,0,1,0,0,PWF,1
1402,H30815,H,298.9,310.2,1532,52.7,166,0,0,0,0,0,No Failure,0
1403,M16262,M,298.9,310.1,1313,71.8,171,0,0,1,1,0,PWF,1
1404,L48583,L,299.0,310.2,1372,63.0,174,0,0,1,0,0,PWF,1
1405,M16264,M,298.9,310.1,1555,55.6,176,0,0,1,0,0,PWF,1
1406,L48585,L,298.9,310.1,1394,57.7,179,0,0,0,0,0,No Failure,0
1407,L48586,L,298.9,310.1,1442,63.0,181,0,0,1,1,0,PWF,1
1408,L48587,L,298.9,310.0,1564,48.8,183,0,0,0,0,0,No Failure,0
1409,L48588,L,298.9,310.0,1452,63.9,185,0,0,1,1,0,PWF,1
1410,L48589,L,298.9,310.1,1466,57.5,187,0,0,0,0,0,No Failure,0
1411,M16270,M,298.9,310.1,1469,68.2,189,0,0,1,1,0,PWF,1
1412,L48591,L,298.9,310.1,1944,38.4,192,0,0,0,0,0,No Failure,0
1413,M16272,M,298.8,309.9,1415,68.2,194,0,0,1,1,0,PWF,1
1414,M16273,M,298.7,309.8,1528,51.7,197,0,0,0,0,0,No Failure,0
1415,M16274,M,298.7,309.8,1570,57.1,200,1,0,1,0,0,TWF,1
1416,L48595,L,298.7,309.9,1617,48.0,203,1,0,0,0,0,TWF,1
1417,M16276,M,298.7,309.9,2083,33.2,205,1,0,0,0,0,TWF,1
1418,L48597,L,298.7,309.9,1541,53.5,208,1,0,0,1,0,TWF,1
1419,L48598,L,298.8,309.9,1320,62.4,210,1,0,0,1,0,TWF,1
1420,L48599,L,298.7,309.8,1354,68.3,212,1,0,1,1,0,TWF,1
1421,M16280,M,298.8,309.9,1495,50.2,214,1,0,0,0,0,TWF,1
1422,L48601,L,298.7,309.8,1589,46.8,217,1,0,0,0,0,TWF,1
1423,L48602,L,298.7,309.8,1530,50.5,0,0,0,0,0,0,No Failure,0
1424,L48603,L,298.7,309.8,1539,48.4,2,0,0,0,0,0,No Failure,0
1425,L48604,L,298.7,309.7,1462,61.8,4,0,0,1,0,0,PWF,1
1426,L48605,L,298.6,309.7,1356,69.0,6,0,0,1,0,0,PWF,1
1427,M16286,M,298.7,309.7,1622,49.6,8,0,0,0,0,0,No Failure,0
1428,L48607,L,298.7,309.8,1394,55.3,11,0,0,0,0,0,No Failure,0
1429,L48608,L,298.8,309.9,1568,48.7,13,0,0,0,0,0,No Failure,0
1430,M16289,M,298.9,310.0,1456,58.8,15,0,0,0,0,0,No Failure,0
1431,L48610,L,298.9,310.0,1378,64.3,18,0,0,1,0,0,PWF,1
1432,M16291,M,298.9,309.9,1404,56.4,20,0,0,0,0,0,No Failure,0
1433,L48612,L,298.8,309.8,1437,57.8,23,0,0,0,0,0,No Failure,0
1434,L48613,L,298.8,309.8,1363,59.0,25,0,0,0,0,0,No Failure,0
1435,M16294,M,298.8,309.8,1377,64.6,27,0,0,1,0,0,PWF,1
1436,H30849,H,298.8,309.9,1526,57.1,30,0,0,1,0,0,PWF,1
1437,H30850,H,298.8,309.8,1510,59.2,35,0,0,1,0,0,PWF,1
1438,H30851,H,298.8,309.9,1439,60.2,40,0,0,1,0,0,PWF,1
1439,L48618,L,298.8,309.9,1482,54.1,45,0,0,0,0,0,No Failure,0
1440,M16299,M,298.8,309.8,1534,52.0,47,0,0,0,0,0,No Failure,0
1441,M16300,M,298.8,309.9,1741,42.7,50,0,0,0,0,0,No Failure,0
1442,L48621,L,298.8,309.9,1550,53.8,53,0,0,0,0,0,No Failure,0
1443,M16302,M,298.8,310.0,1486,53.5,55,0,0,0,0,0,No Failure,0
1444,L48623,L,298.9,310.1,1602,53.2,58,0,0,0,0,0,No Failure,0
1445,L48624,L,299.0,310.2,1477,52.9,60,0,0,0,0,0,No Failure,0
1446,L48625,L,299.0,310.1,1618,44.2,62,0,0,0,0,0,No Failure,0
1447,M16306,M,299.0,310.2,1628,50.8,64,0,0,0,0,0,No Failure,0
1448,M16307,M,299.0,310.3,1662,48.6,67,0,0,0,0,0,No Failure,0
1449,M16308,M,299.0,310.3,1657,46.0,70,0,0,0,0,0,No Failure,0
1450,H30863,H,299.0,310.4,1677,45.8,73,0,0,0,0,0,No Failure,0
1451,M16310,M,299.0,310.3,1447,54.9,78,0,0,0,0,0,No Failure,0
1452,L48631,L,298.9,310.4,1831,40.4,81,0,0,0,0,0,No Failure,0
1453,L48632,L,299.0,310.3,1584,49.4,83,0,0,0,0,0,No Failure,0
1454,L48633,L,299.1,310.4,1450,55.9,85,0,0,0,0,0,No Failure,0
1455,L48634,L,299.1,310.4,1428,61.9,87,0,0,1,0,0,PWF,1
1456,L48635,L,299.0,310.4,1382,68.0,89,0,0,1,0,0,PWF,1
1457,L48636,L,299.0,310.3,1501,58.0,91,0,0,1,0,0,PWF,1
1458,L48637,L,299.0,310.3,1475,57.4,93,0,0,0,0,0,No Failure,0
1459,L48638,L,298.9,310.3,1364,69.0,95,0,0,1,0,0,PWF,1
1460,L48639,L,299.0,310.3,1472,51.1,97,0,0,0,0,0,No Failure,0
1461,L48640,L,299.0,310.3,1437,62.8,99,0,0,1,0,0,PWF,1
1462,L48641,L,298.9,310.2,1491,60.1,101,0,0,1,0,0,PWF,1
1463,L48642,L,298.9,310.2,1706,42.6,103,0,0,0,0,0,No Failure,0
1464,L48643,L,298.8,310.1,1607,54.5,105,0,0,1,0,0,PWF,1
1465,L48644,L,298.8,310.0,1412,61.3,107,0,0,1,0,0,PWF,1
1466,L48645,L,298.7,309.8,1546,55.9,109,0,0,1,0,0,PWF,1
1467,L48646,L,298.7,309.8,1365,65.5,111,0,0,1,0,0,PWF,1
1468,L48647,L,298.6,309.8,1544,45.2,113,0,0,0,0,0,No Failure,0
1469,M16328,M,298.6,309.8,1419,59.9,115,0,0,0,0,0,No Failure,0
1470,L48649,L,298.6,309.8,1497,56.6,118,0,0,0,0,0,No Failure,0
1471,L48650,L,298.5,309.7,1437,57.6,120,0,0,0,0,0,No Failure,0
1472,L48651,L,298.5,309.6,1421,68.6,122,0,0,1,0,0,PWF,1
1473,M16332,M,298.5,309.6,1438,59.5,124,0,0,0,0,0,No Failure,0
1474,M16333,M,298.5,309.5,1315,63.9,127,0,0,0,0,0,No Failure,0
1475,M16334,M,298.5,309.5,1366,76.9,130,0,0,1,0,0,PWF,1
1476,M16335,M,298.4,309.5,1519,50.4,133,0,0,0,0,0,No Failure,0
1477,L48656,L,298.4,309.5,1692,43.3,136,0,0,0,0,0,No Failure,0
1478,L48657,L,298.3,309.4,1570,50.6,138,0,0,0,0,0,No Failure,0
1479,L48658,L,298.3,309.4,1568,50.8,140,0,0,0,0,0,No Failure,0
1480,L48659,L,298.2,309.3,1355,58.8,142,0,0,0,0,0,No Failure,0
1481,M16340,M,298.2,309.3,2056,33.7,144,0,0,0,0,0,No Failure,0
1482,M16341,M,298.2,309.2,1332,75.2,147,0,0,1,0,0,PWF,1
1483,M16342,M,298.1,309.1,1448,67.5,150,0,0,1,0,0,PWF,1
1484,L48663,L,298.0,308.9,1578,50.6,153,0,0,0,0,0,No Failure,0
1485,M16344,M,298.0,309.0,1562,54.2,155,0,0,0,0,0,No Failure,0
1486,M16345,M,298.1,309.0,1976,34.3,158,0,0,0,0,0,No Failure,0
1487,M16346,M,298.2,309.2,1524,49.6,161,0,0,0,0,0,No Failure,0
1488,L48667,L,298.2,309.1,1429,63.5,164,0,0,1,0,0,PWF,1
1489,L48668,L,298.2,309.1,1568,51.3,166,0,0,0,0,0,No Failure,0
1490,M16349,M,298.2,309.0,1723,41.6,168,0,0,0,0,0,No Failure,0
1491,L48670,L,298.2,309.0,1341,58.8,171,0,0,0,0,0,No Failure,0
1492,M16351,M,298.1,308.9,1353,61.2,173,0,0,0,0,0,No Failure,0
1493,M16352,M,298.0,308.7,1479,73.5,176,0,0,1,1,0,PWF,1
1494,L48673,L,298.0,308.8,1496,59.9,179,0,0,1,0,0,PWF,1
1495,M16354,M,298.0,308.7,1377,63.5,181,0,0,1,0,0,PWF,1
1496,H30909,H,297.9,308.5,1383,59.6,184,0,0,0,0,0,No Failure,0
1497,L48676,L,298.0,308.7,1268,84.4,189,0,0,1,1,0,PWF,1
1498,L48677,L,298.0,308.7,1629,49.3,191,0,0,0,0,0,No Failure,0
1499,L48678,L,298.0,308.8,1790,42.2,193,0,0,0,0,0,No Failure,0
1500,M16359,M,298.1,308.8,2206,31.3,195,0,0,0,0,0,No Failure,0
1501,M16360,M,298.0,308.7,2101,32.4,198,0,0,0,0,0,No Failure,0
1502,M16361,M,298.0,308.7,1436,63.2,201,1,0,1,1,0,TWF,1
